,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Closure_Code,No_of_Related_Interactions,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend
13620,application,Web Based Application,IM0013815,4,4,4.0,0.764217752,incident,2.0,2013-11-14 17:14:00,2013-12-11 11:51:00,2013-12-11 11:51:00,Unknown,1.0,642.6166666666667,26,17,3,11,2013,False
13621,application,Server Based Application,IM0013816,4,4,4.0,0.538581813,incident,0.0,2013-11-14 17:20:00,2013-10-10 12:53:00,2013-11-20 13:22:00,Software,1.0,140.03333333333333,5,17,3,11,2013,False
13622,application,Desktop Application,IM0013817,4,4,4.0,0.797990591,incident,1.0,2013-11-14 17:35:00,2013-11-22 14:47:00,2013-11-22 14:48:00,Hardware,1.0,189.21666666666667,7,17,3,11,2013,False
13623,application,Web Based Application,IM0013818,5,5,5.0,0.594020199,incident,1.0,2013-11-15 05:54:00,2013-10-10 12:53:00,2013-11-15 08:58:00,Other,1.0,3.066666666666667,0,5,4,11,2013,False
13624,application,Server Based Application,IM0013819,4,4,4.0,0.173333335,incident,0.0,2013-11-15 06:12:00,2013-11-15 15:01:00,2013-11-15 15:01:00,Other,1.0,8.816666666666666,0,6,4,11,2013,False
13625,application,Server Based Application,IM0013820,5,5,5.0,0.728980339,request for information,0.0,2013-11-15 08:00:00,2013-11-15 11:00:00,2013-11-15 11:00:00,No error - works as designed,1.0,3.0,0,8,4,11,2013,False
13626,application,Desktop Application,IM0013821,4,4,4.0,0.782089401,incident,0.0,2013-11-15 08:14:00,2013-11-15 08:27:00,2013-11-15 08:27:00,Software,1.0,0.21666666666666667,0,8,4,11,2013,False
13627,subapplication,Server Based Application,IM0013822,4,4,4.0,0.30507184,incident,0.0,2013-11-15 08:36:00,2013-11-15 09:19:00,2013-11-15 09:19:00,Data,1.0,0.7166666666666667,0,8,4,11,2013,False
13628,application,Server Based Application,IM0013823,5,5,5.0,0.053891987,incident,2.0,2013-11-15 08:39:00,2013-11-15 09:38:00,2013-11-15 09:39:00,No error - works as designed,1.0,1.0,0,8,4,11,2013,False
13629,subapplication,Server Based Application,IM0013824,5,5,5.0,0.586838214,request for information,0.0,2013-11-15 08:50:00,2013-11-15 09:53:00,2013-11-15 09:53:00,Data,1.0,1.05,0,8,4,11,2013,False
13630,application,Server Based Application,IM0013825,3,3,3.0,0.441469882,incident,1.0,2013-11-15 08:54:00,2013-11-15 13:32:00,2013-11-15 13:34:00,Software,1.0,4.666666666666667,0,8,4,11,2013,False
13631,application,Web Based Application,IM0013826,5,5,5.0,0.514103032,incident,8.0,2013-11-15 09:13:00,2013-11-22 11:51:00,2013-11-22 11:51:00,Software,2.0,170.63333333333333,7,9,4,11,2013,False
13632,subapplication,Web Based Application,IM0013827,5,5,5.0,0.420981733,incident,1.0,2013-11-15 09:15:00,2013-11-15 10:33:00,2013-11-15 10:33:00,Other,1.0,1.3,0,9,4,11,2013,False
13633,storage,SAN,IM0013828,4,4,4.0,0.910171969,incident,0.0,2013-11-15 09:15:00,2013-11-27 13:18:00,2013-11-27 13:18:00,Other,1.0,292.05,12,9,4,11,2013,False
13634,application,Web Based Application,IM0013829,3,3,3.0,0.47904009,incident,0.0,2013-11-15 09:17:00,2013-11-15 11:06:00,2013-11-15 11:06:00,Other,1.0,1.8166666666666667,0,9,4,11,2013,False
13635,application,Desktop Application,IM0013830,4,4,4.0,0.836827811,incident,4.0,2013-11-15 09:23:00,2013-11-25 09:04:00,2013-11-25 09:04:00,Software,1.0,239.68333333333334,9,9,4,11,2013,False
13636,application,Server Based Application,IM0013831,4,4,4.0,0.228701014,incident,0.0,2013-11-15 09:27:00,2013-11-15 14:08:00,2013-11-15 14:09:00,Software,1.0,4.7,0,9,4,11,2013,False
13637,application,Server Based Application,IM0013832,3,3,3.0,0.788288962,incident,0.0,2013-11-15 09:31:00,2013-11-15 09:32:00,2013-11-15 09:33:00,Hardware,1.0,0.03333333333333333,0,9,4,11,2013,False
13638,application,Server Based Application,IM0013833,3,3,3.0,0.466885179,incident,0.0,2013-11-15 09:41:00,2013-10-10 12:53:00,2013-11-15 09:43:00,User error,1.0,0.03333333333333333,0,9,4,11,2013,False
13639,subapplication,Web Based Application,IM0013834,4,4,4.0,0.46405827,incident,1.0,2013-11-15 09:17:00,2013-11-15 13:53:00,2013-11-15 13:53:00,Other,1.0,4.6,0,9,4,11,2013,False
13640,application,Server Based Application,IM0013835,3,3,3.0,0.93393965,incident,0.0,2013-11-15 09:32:00,2013-11-15 11:23:00,2013-11-15 11:23:00,Other,1.0,1.85,0,9,4,11,2013,False
13641,displaydevice,Monitor,IM0013836,5,4,4.0,0.767361826,request for information,0.0,2013-11-15 09:34:00,2013-11-20 09:22:00,2013-11-20 09:22:00,Software,1.0,119.8,4,9,4,11,2013,False
13642,subapplication,Web Based Application,IM0013837,5,5,5.0,0.660473255,incident,0.0,2013-11-15 09:39:00,2013-11-15 10:04:00,2013-11-15 10:05:00,Software,1.0,0.43333333333333335,0,9,4,11,2013,False
13643,computer,Banking Device,IM0013838,2,2,2.0,0.940129807,incident,1.0,2013-11-15 09:42:00,2013-10-10 12:53:00,2013-11-15 13:37:00,Other,1.0,3.9166666666666665,0,9,4,11,2013,False
13644,application,SharePoint Farm,IM0013839,4,4,4.0,0.999758661,incident,1.0,2013-11-15 09:51:00,2014-01-30 09:16:00,2014-01-30 09:17:00,Hardware,1.0,1823.4333333333334,75,9,4,11,2013,False
13645,application,Server Based Application,IM0013840,5,5,5.0,0.475819757,incident,0.0,2013-11-15 09:54:00,2013-11-15 14:31:00,2013-11-15 14:31:00,Other,1.0,4.616666666666666,0,9,4,11,2013,False
13646,application,Citrix,IM0013841,4,4,4.0,0.894737458,incident,1.0,2013-11-15 10:04:00,2013-11-15 10:26:00,2013-11-15 10:26:00,Software,1.0,0.36666666666666664,0,10,4,11,2013,False
13647,application,Server Based Application,IM0013842,4,3,4.0,0.505972056,incident,0.0,2013-11-15 10:06:00,2013-11-15 10:28:00,2013-11-15 10:29:00,User manual not used,1.0,0.38333333333333336,0,10,4,11,2013,False
13648,application,Server Based Application,IM0013843,3,3,3.0,0.665420822,incident,0.0,2013-11-15 10:06:00,2013-10-10 12:53:00,2013-11-15 10:09:00,User error,1.0,0.05,0,10,4,11,2013,False
13649,computer,Banking Device,IM0013844,4,4,4.0,0.337407059,incident,1.0,2013-11-15 10:10:00,2013-10-10 12:53:00,2013-11-15 14:34:00,Other,1.0,4.4,0,10,4,11,2013,False
13650,application,Desktop Application,IM0013845,4,4,4.0,0.601105681,incident,3.0,2013-11-15 10:12:00,2013-11-19 13:23:00,2013-11-19 13:23:00,Software,1.0,99.18333333333334,4,10,4,11,2013,False
13651,computer,Laptop,IM0013846,5,5,5.0,0.620293134,incident,0.0,2013-11-15 10:18:00,2013-11-22 16:53:00,2013-11-22 16:53:00,Other,1.0,174.58333333333334,7,10,4,11,2013,False
13652,application,Desktop Application,IM0013847,5,5,5.0,0.824299353,incident,1.0,2013-11-15 10:29:00,2013-11-18 11:44:00,2013-11-18 11:44:00,Unknown,1.0,73.25,3,10,4,11,2013,False
13653,application,Server Based Application,IM0013848,5,5,5.0,0.844016141,incident,0.0,2013-11-15 10:34:00,2013-12-11 11:03:00,2013-12-11 11:03:00,Other,2.0,624.4833333333333,26,10,4,11,2013,False
13654,application,Server Based Application,IM0013849,5,5,5.0,0.229519552,request for information,2.0,2013-11-15 10:42:00,2013-11-25 08:41:00,2013-11-25 08:41:00,Other,1.0,237.98333333333332,9,10,4,11,2013,False
13655,application,Desktop Application,IM0013850,4,4,4.0,0.137356742,incident,1.0,2013-11-15 10:43:00,2013-11-18 12:47:00,2013-11-18 12:47:00,Operator error,1.0,74.06666666666666,3,10,4,11,2013,False
13656,subapplication,Web Based Application,IM0013851,4,4,4.0,0.350527507,incident,0.0,2013-11-15 10:46:00,2013-11-15 11:39:00,2013-11-15 11:39:00,Software,1.0,0.8833333333333333,0,10,4,11,2013,False
13657,subapplication,Web Based Application,IM0013852,4,4,4.0,0.95217483,incident,0.0,2013-11-15 10:46:00,2013-11-15 11:36:00,2013-11-15 11:36:00,Software,1.0,0.8333333333333334,0,10,4,11,2013,False
13658,computer,Banking Device,IM0013853,4,4,4.0,0.429760095,request for information,0.0,2013-11-15 10:57:00,2013-11-15 11:19:00,2013-11-15 11:19:00,Unknown,1.0,0.36666666666666664,0,10,4,11,2013,False
13659,computer,Laptop,IM0013854,5,5,5.0,0.370135955,incident,0.0,2013-11-15 10:57:00,2013-11-15 11:25:00,2013-11-15 11:25:00,Software,1.0,0.4666666666666667,0,10,4,11,2013,False
13660,subapplication,Web Based Application,IM0013855,4,4,4.0,0.782775513,incident,0.0,2013-11-15 11:00:00,2013-11-15 11:24:00,2013-11-15 11:24:00,Operator error,1.0,0.4,0,11,4,11,2013,False
13661,subapplication,Web Based Application,IM0013856,4,4,4.0,0.961451383,incident,0.0,2013-11-15 11:07:00,2013-11-15 11:48:00,2013-11-15 11:48:00,User error,1.0,0.6833333333333333,0,11,4,11,2013,False
13662,subapplication,Web Based Application,IM0013857,4,4,4.0,0.713840862,incident,2.0,2013-11-15 11:15:00,2013-11-20 13:23:00,2013-11-20 13:23:00,No error - works as designed,1.0,122.13333333333334,5,11,4,11,2013,False
13663,application,Server Based Application,IM0013858,4,4,4.0,0.844273461,incident,0.0,2013-11-15 11:20:00,2013-11-15 14:45:00,2013-11-15 14:45:00,Other,1.0,3.4166666666666665,0,11,4,11,2013,False
13664,application,Server Based Application,IM0013859,5,5,5.0,0.223298065,request for information,1.0,2013-11-15 11:22:00,2013-11-18 12:01:00,2013-11-18 12:02:00,No error - works as designed,1.0,72.66666666666667,3,11,4,11,2013,False
13665,application,Server Based Application,IM0013860,3,3,3.0,0.774388111,incident,0.0,2013-11-15 11:23:00,2013-11-15 15:35:00,2013-11-15 15:35:00,Other,1.0,4.2,0,11,4,11,2013,False
13666,subapplication,Web Based Application,IM0013861,4,4,4.0,0.955831124,incident,3.0,2013-11-15 11:34:00,2014-03-24 15:21:00,2014-03-24 15:21:00,Other,1.0,3099.7833333333333,129,11,4,11,2013,False
13667,subapplication,Citrix,IM0013862,4,4,4.0,0.343825862,incident,1.0,2013-11-15 11:36:00,2013-11-19 15:18:00,2013-11-19 15:19:00,Software,1.0,99.71666666666667,4,11,4,11,2013,False
13668,subapplication,Web Based Application,IM0013863,4,4,4.0,0.311580478,incident,0.0,2013-11-15 11:44:00,2013-11-15 12:42:00,2013-11-15 12:42:00,User error,1.0,0.9666666666666667,0,11,4,11,2013,False
13669,subapplication,Web Based Application,IM0013864,4,4,4.0,0.996269871,incident,0.0,2013-11-15 11:46:00,2013-11-15 14:01:00,2013-11-15 14:01:00,Operator error,1.0,2.25,0,11,4,11,2013,False
13670,application,Server Based Application,IM0013865,3,3,3.0,0.266131959,incident,2.0,2013-11-15 11:50:00,2013-11-18 11:31:00,2013-11-18 11:37:00,Other,1.0,71.78333333333333,2,11,4,11,2013,False
13671,application,Web Based Application,IM0013866,4,4,4.0,0.330295126,incident,1.0,2013-11-15 11:55:00,2013-11-18 09:02:00,2013-11-18 09:02:00,Other,1.0,69.11666666666666,2,11,4,11,2013,False
13672,application,Web Based Application,IM0013867,4,4,4.0,0.585662928,incident,0.0,2013-11-15 11:55:00,2013-11-15 16:15:00,2013-11-15 16:15:00,No error - works as designed,1.0,4.333333333333333,0,11,4,11,2013,False
13673,application,Web Based Application,IM0013868,4,4,4.0,0.501254609,incident,0.0,2013-11-15 11:55:00,2013-11-15 15:56:00,2013-11-15 15:56:00,No error - works as designed,1.0,4.016666666666667,0,11,4,11,2013,False
13674,application,Web Based Application,IM0013869,4,4,4.0,0.349907011,incident,0.0,2013-11-15 11:56:00,2013-11-15 16:13:00,2013-11-15 16:13:00,No error - works as designed,1.0,4.283333333333333,0,11,4,11,2013,False
13675,application,Web Based Application,IM0013870,3,3,3.0,0.159666971,incident,4.0,2013-11-15 09:26:00,2013-11-15 16:04:00,2013-11-15 16:04:00,Other,1.0,6.633333333333334,0,9,4,11,2013,False
13676,application,Web Based Application,IM0013871,5,5,5.0,0.454051088,request for information,0.0,2013-11-15 09:31:00,2013-11-15 13:19:00,2013-11-15 13:19:00,No error - works as designed,1.0,3.8,0,9,4,11,2013,False
13677,computer,Banking Device,IM0013872,4,4,4.0,0.389209341,incident,1.0,2013-11-15 09:31:00,2013-10-10 12:53:00,2013-11-15 15:38:00,Other,1.0,6.116666666666666,0,9,4,11,2013,False
13678,computer,Banking Device,IM0013873,4,4,4.0,0.259586915,incident,1.0,2013-11-15 09:33:00,2013-10-10 12:53:00,2013-11-15 15:39:00,Other,1.0,6.1,0,9,4,11,2013,False
13679,application,Server Based Application,IM0013874,5,5,5.0,0.6574458,incident,2.0,2013-11-15 09:36:00,2013-11-19 09:58:00,2013-11-19 09:58:00,Unknown,1.0,96.36666666666666,4,9,4,11,2013,False
13680,application,Server Based Application,IM0013875,5,5,5.0,0.352057434,request for information,1.0,2013-11-15 09:43:00,2013-11-25 13:45:00,2013-11-25 13:45:00,Inquiry,1.0,244.03333333333333,10,9,4,11,2013,False
13681,subapplication,Server Based Application,IM0013876,5,5,5.0,0.274276355,request for information,0.0,2013-11-15 09:47:00,2013-11-15 10:51:00,2013-11-15 10:52:00,Data,1.0,1.0833333333333333,0,9,4,11,2013,False
13682,officeelectronics,Printer,IM0013877,4,4,4.0,0.713036853,incident,0.0,2013-11-15 10:00:00,2013-10-10 12:53:00,2013-11-15 16:10:00,Software,1.0,6.166666666666667,0,10,4,11,2013,False
13683,application,Web Based Application,IM0013878,4,4,4.0,0.829914694,incident,4.0,2013-11-15 10:32:00,2013-12-03 14:21:00,2013-12-03 14:21:00,Data,3.0,435.81666666666666,18,10,4,11,2013,False
13684,application,Client Based Application,IM0013879,5,5,5.0,0.102408461,incident,0.0,2013-11-15 11:05:00,2013-11-18 14:23:00,2013-11-18 14:23:00,User manual not used,1.0,75.3,3,11,4,11,2013,False
13685,subapplication,Web Based Application,IM0013880,4,4,4.0,0.945871438,incident,0.0,2013-11-15 11:17:00,2013-11-15 12:01:00,2013-11-15 12:01:00,User error,1.0,0.7333333333333333,0,11,4,11,2013,False
13686,application,Desktop Application,IM0013881,3,3,3.0,0.584065521,incident,0.0,2013-11-15 11:19:00,2013-11-15 15:48:00,2013-11-15 15:48:00,Software,3.0,4.483333333333333,0,11,4,11,2013,False
13687,application,Web Based Application,IM0013882,4,5,4.0,0.164504304,incident,0.0,2013-11-15 11:55:00,2013-11-15 13:11:00,2013-11-15 13:11:00,Software,1.0,1.2666666666666666,0,11,4,11,2013,False
13688,application,Server Based Application,IM0013883,3,3,3.0,0.368021208,incident,0.0,2013-11-15 12:03:00,2013-11-15 12:04:00,2013-11-15 12:04:00,Hardware,1.0,0.016666666666666666,0,12,4,11,2013,False
13689,application,Server Based Application,IM0013884,3,3,3.0,0.487345535,incident,0.0,2013-11-15 12:07:00,2013-11-15 12:08:00,2013-11-15 12:08:00,Hardware,1.0,0.016666666666666666,0,12,4,11,2013,False
13690,application,Web Based Application,IM0013885,4,4,4.0,0.136921113,incident,1.0,2013-11-15 12:30:00,2013-11-15 14:07:00,2013-11-15 14:07:00,Data,1.0,1.6166666666666667,0,12,4,11,2013,False
13691,computer,Banking Device,IM0013886,4,4,4.0,0.527306979,incident,1.0,2013-11-15 16:42:00,2013-10-10 12:53:00,2013-11-18 13:52:00,Other,1.0,69.16666666666667,2,16,4,11,2013,False
13692,computer,Laptop,IM0013887,5,5,5.0,0.24801742,incident,1.0,2013-11-15 17:09:00,2013-11-21 11:00:00,2013-11-21 11:00:00,Software,1.0,137.85,5,17,4,11,2013,False
13693,application,Server Based Application,IM0013888,4,4,4.0,0.884086907,incident,0.0,2013-11-16 13:46:00,2013-11-16 16:42:00,2013-11-16 16:42:00,Other,1.0,2.933333333333333,0,13,5,11,2013,True
13694,application,Server Based Application,IM0013889,4,4,4.0,0.265120367,incident,4.0,2013-11-16 13:52:00,2013-11-22 10:14:00,2013-11-22 10:14:00,Other,1.0,140.36666666666667,5,13,5,11,2013,True
13695,application,Server Based Application,IM0013890,4,4,4.0,0.882761476,incident,5.0,2013-11-16 14:21:00,2013-11-19 10:15:00,2013-11-19 10:15:00,Other,1.0,67.9,2,14,5,11,2013,True
13696,computer,Banking Device,IM0013891,2,2,2.0,0.943250845,incident,1.0,2013-11-18 07:35:00,2013-10-10 12:53:00,2013-11-20 11:52:00,Other,1.0,52.28333333333333,2,7,0,11,2013,False
13697,application,Citrix,IM0013892,4,4,4.0,0.038097758,incident,0.0,2013-11-18 07:48:00,2013-11-18 08:38:00,2013-11-18 08:38:00,Software,1.0,0.8333333333333334,0,7,0,11,2013,False
13698,computer,Banking Device,IM0013893,2,2,2.0,0.549985147,incident,0.0,2013-11-18 07:59:00,2013-10-10 12:53:00,2013-11-18 10:00:00,Other,1.0,2.0166666666666666,0,7,0,11,2013,False
13699,application,SAP,IM0013894,5,5,5.0,0.928531459,request for information,9.0,2013-11-18 08:16:00,2013-12-19 12:04:00,2013-12-19 12:04:00,Other,1.0,747.8,31,8,0,11,2013,False
13700,application,Server Based Application,IM0013895,4,4,4.0,0.398944796,incident,0.0,2013-11-18 08:24:00,2013-12-10 13:42:00,2013-12-10 13:42:00,Software,1.0,533.3,22,8,0,11,2013,False
13701,application,Citrix,IM0013896,4,4,4.0,0.162969789,incident,0.0,2013-11-18 08:30:00,2013-11-18 14:01:00,2013-11-18 14:01:00,Unknown,1.0,5.516666666666667,0,8,0,11,2013,False
13702,application,Server Based Application,IM0013897,5,5,5.0,0.652262249,request for information,6.0,2013-11-18 08:33:00,2013-11-21 10:29:00,2013-11-21 10:29:00,Other,1.0,73.93333333333334,3,8,0,11,2013,False
13703,application,Server Based Application,IM0013898,4,4,4.0,0.349346886,incident,0.0,2013-11-18 08:40:00,2013-11-18 12:12:00,2013-11-18 12:12:00,Software,1.0,3.533333333333333,0,8,0,11,2013,False
13704,application,Server Based Application,IM0013899,5,5,5.0,0.135308007,request for information,2.0,2013-11-18 08:41:00,2013-11-18 09:57:00,2013-11-18 09:57:00,Other,1.0,1.2666666666666666,0,8,0,11,2013,False
13705,computer,Laptop,IM0013900,5,5,5.0,0.270316521,incident,5.0,2013-11-18 08:45:00,2013-11-27 09:29:00,2013-11-27 09:29:00,Hardware,1.0,216.73333333333332,9,8,0,11,2013,False
13706,application,Server Based Application,IM0013901,5,5,5.0,0.584292383,request for information,1.0,2013-11-18 08:45:00,2013-11-18 10:42:00,2013-11-18 10:42:00,User error,1.0,1.95,0,8,0,11,2013,False
13707,application,Server Based Application,IM0013902,5,5,5.0,0.42331375,incident,3.0,2013-11-18 08:47:00,2013-11-18 14:22:00,2013-11-18 14:23:00,Software,20.0,5.6,0,8,0,11,2013,False
13708,application,Server Based Application,IM0013903,5,5,5.0,0.83777372,request for information,0.0,2013-11-18 08:49:00,2013-11-18 08:54:00,2013-11-18 08:55:00,Other,1.0,0.1,0,8,0,11,2013,False
13709,application,Desktop Application,IM0013904,4,4,4.0,0.067147407,incident,0.0,2013-11-18 08:52:00,2013-11-18 10:29:00,2013-11-18 10:29:00,Software,1.0,1.6166666666666667,0,8,0,11,2013,False
13710,application,Server Based Application,IM0013905,4,4,4.0,0.005850387,incident,0.0,2013-11-18 08:53:00,2013-11-18 09:23:00,2013-11-18 09:23:00,Software,1.0,0.5,0,8,0,11,2013,False
13711,subapplication,Web Based Application,IM0013906,4,4,4.0,0.582745073,incident,0.0,2013-11-18 08:55:00,2013-11-18 15:14:00,2013-11-18 15:14:00,Other,3.0,6.316666666666666,0,8,0,11,2013,False
13712,application,Server Based Application,IM0013907,4,4,4.0,0.669227346,incident,4.0,2013-11-15 09:41:00,2013-11-19 10:31:00,2013-11-19 10:31:00,Software,1.0,96.83333333333333,4,9,4,11,2013,False
13713,application,Web Based Application,IM0013908,5,5,5.0,0.85847178,request for information,0.0,2013-11-15 09:47:00,2013-11-15 11:14:00,2013-11-15 11:14:00,Software,1.0,1.45,0,9,4,11,2013,False
13714,application,Server Based Application,IM0013909,5,5,5.0,0.220392225,request for information,2.0,2013-11-15 09:49:00,2013-12-02 08:25:00,2013-12-02 08:25:00,Other,1.0,406.6,16,9,4,11,2013,False
13715,subapplication,Web Based Application,IM0013910,5,5,5.0,0.687362539,incident,0.0,2013-11-15 09:51:00,2013-11-15 10:31:00,2013-11-15 10:31:00,Software,1.0,0.6666666666666666,0,9,4,11,2013,False
13716,subapplication,Server Based Application,IM0013911,4,4,4.0,0.80878174,incident,0.0,2013-11-15 09:54:00,2013-11-15 10:50:00,2013-11-15 10:50:00,User error,1.0,0.9333333333333333,0,9,4,11,2013,False
13717,subapplication,Web Based Application,IM0013912,5,5,5.0,0.65379438,incident,0.0,2013-11-15 09:55:00,2013-11-15 10:33:00,2013-11-15 10:33:00,Software,1.0,0.6333333333333333,0,9,4,11,2013,False
13718,subapplication,Web Based Application,IM0013913,5,5,5.0,0.732631135,incident,0.0,2013-11-15 10:00:00,2013-11-15 10:34:00,2013-11-15 10:35:00,Software,1.0,0.5833333333333334,0,10,4,11,2013,False
13719,application,Web Based Application,IM0013914,5,5,5.0,0.341205999,incident,0.0,2013-11-15 10:06:00,2013-11-15 16:02:00,2013-11-15 16:02:00,Other,1.0,5.933333333333334,0,10,4,11,2013,False
13720,subapplication,Server Based Application,IM0013915,5,5,5.0,0.789887088,request for information,1.0,2013-11-15 10:09:00,2013-11-17 10:31:00,2013-11-17 10:32:00,No error - works as designed,1.0,48.38333333333333,2,10,4,11,2013,False
13721,application,Client Based Application,IM0013916,4,4,4.0,0.807629045,incident,1.0,2013-11-15 10:09:00,2013-11-15 12:04:00,2013-11-15 12:04:00,Other,1.0,1.9166666666666667,0,10,4,11,2013,False
